source_file,party_name,order_no,order_date,item,type,size,quantity,notes
sample 4.jpeg,MAHARAJA RM,,01/04/2026,GENTLE F/PANT SET,RNS,85,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,TAG CASUAL F/P SET,RNS,50,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,TAG CASUAL F/P SET,RNS,55,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,TAG CASUAL F/P SET,RNS,60,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,TAG CASUAL F/P SET,RNS,65,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,TAG CASUAL F/P SET,RNS,70,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,TAG CASUAL F/P SET,RNS,75,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,TAG CASUAL F/P SET,RNS,80,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,LOOPER ZB 3964 SHORTS,HALF,45,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,LOOPER ZB 3964 SHORTS,HALF,50,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,LOOPER ZB 3964 SHORTS,HALF,55,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,LOOPER ZB 3964 SHORTS,HALF,60,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,LOOPER ZB 3964 SHORTS,HALF,65,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,LOOPER ZB 3964 SHORTS,HALF,70,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,LOOPER ZB 3964 SHORTS,HALF,75,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,LOOPER ZB 3964 SHORTS,HALF,80,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,CREBO B4756 F/PANT,,50,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,CREBO B4756 F/PANT,,55,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,CREBO B4756 F/PANT,,60,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,CREBO B4756 F/PANT,,65,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,CREBO B4756 F/PANT,,70,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,CREBO B4756 F/PANT,,75,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,CREBO B4756 F/PANT,,80,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,CREBO B4756 F/PANT,,85,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,LOOPER ZB3965 H/PANT,,50,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,LOOPER ZB3965 H/PANT,,55,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,LOOPER ZB3965 H/PANT,,60,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,LOOPER ZB3965 H/PANT,,65,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,LOOPER ZB3965 H/PANT,,70,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,LOOPER ZB3965 H/PANT,,75,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,LOOPER ZB3965 H/PANT,,80,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,MYD D.7 PANT,3/4TH,45,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,MYD D.7 PANT,3/4TH,50,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,MYD D.7 PANT,3/4TH,65,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,MYD D.7 PANT,3/4TH,70,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
sample 4.jpeg,MAHARAJA RM,,01/04/2026,MYD D.7 PANT,3/4TH,75,1,"Lorry: AKR; Booking Station: ATTUR; Courier: SHABNAM AGENCIES, ERODE (K.N. ABUL KALAM 9443083040) -- printed/handwritten header fields not covered by main schema.; Quantities are transcribed as best interpretation of handwritten tally marks (mostly single strokes read as '1'); some digits may be misread due to handwriting quality; dashes/blank cells after the last filled size column were omitted as unreadable/blank.; Circled numbers in the 'Total Dozen' column (e.g. 8, 3, 7) were not included as size quantities since 'Total Dozen' is a summary column, not a size header."
